lng,lat,v
39.899,-76.64,98.87000275
32.349,-86.402,98.94999695
41.845,-87.754,74.87000275
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
32.88,-97,98.44000244
41.906,-71.524,99.08999634
38.895,-77.036,99.05999756
34.015,-90.432,70.0699997
33.517,-94.119,98.77999878
32.222,-110.926,49.47000122
32.325,-95.302,99.16999817
39.802,-89.655,99.26999664
27.768,-97.4,99.22000122
39.585,-76.388,98.84999847
39.29,-76.612,98.86000061
44.478,-73.196,98.75
44.081,-103.231,0
38.582,-121.494,98.88999939
0,0,49.47
32.222,-110.926,99.16999817
38.627,-90.198,98.94000244
32.457,-93.71,98.73000336
34.73,-86.586,74.59999847
31.115,-97.728,98.37999725
45.639,-122.661,99.16999817
38.752,-121.288,98.27999878
40.214,-77.009,73.23000336
33.749,-84.388,69.44000244
40.742,-75.225,98.94000244
26.381,-80.105,95.63999939
33.753,-84.389,68.94000244
30.294,-87.574,60.56000137
38.997,-84.652,56.63000107
45.289,-121.797,96.93000031
44.945,-123.861,96.93000031
40.654,-74.001,29.47
40.834,-73.947,98.73000336
29.424,-98.494,49.47000122
34.567,-92.583,98.26000214
39.768,-86.158,0
33.936,-118.065,59.65000153
40.889,-74.047,71.73000336
38.834,-104.821,67.87999725
33.973,-118.249,96.38999939
39.827,-75.128,98.84999847
40.421,-79.788,74.66000366
39.725,-86.264,0
38.805,-77.047,98.58000183
34.218,-118.37,68.94000244
33.875,-117.566,68.94000244
38.805,-77.047,74.66000366
34.148,-119.195,29.46999931
33.494,-86.81,98.59999847
33.507,-112.07,29.46999931
40.338,-75.975,99.26000214
40.499,-74.4,70.29000092
35.648,-105.972,72.77999878
38.473,-77.997,98.86000061
40.714,-74.006,98.16999817
38.838,-77.345,97.05000305
27.948,-82.458,96.19000244
28.164,-80.711,98.62999725
34.032,-118.489,98.62999725
29.461,-98.572,98.62999725
38.91,-77.018,71.12000275
0,0,98.62000275
39.617,-104.951,74.73000336
39.617,-104.951,74.73000336
41.432,-73.134,98.5699997
33.215,-97.133,98.98000336
38.582,-121.494,99.12000275
40.714,-74.006,99.16000366
34.392,-118.543,73.3199997
38.895,-77.036,97.52999878
32.88,-97,99.01000214
38.834,-104.821,98.69999695
32.457,-93.71,98.59999847
38.765,-76.898,98.73999786
35.487,-80.622,99.05999756
33.585,-92.834,71.8199997
41.975,-88.019,0
39.899,-76.64,99.02999878
39.952,-75.164,71.66999817
39.952,-75.164,71.66999817
28.457,-81.468,99.12000275
25.767,-80.204,98.94999695
26.121,-80.128,97.69999695
45.549,-122.558,99.23000336
35.914,-78.863,99.29000092
27.662,-97.367,97.22000122
38.909,-77.975,75.69000244
33.585,-92.834,71.01999664
33.448,-112.074,66.61000061
47.04,-92.471,0
33.585,-92.834,71.8199997
41.975,-88.019,0
39.899,-76.64,99.02999878
39.802,-89.655,99.20999908
29.644,-98.505,51.06000137
43.665,-103.767,0
31.073,-97.736,98.94999695
34.148,-119.195,66.80999756
29.463,-98.676,49.47
33.585,-92.834,71.01999664
31.115,-97.728,66.73999786
40.714,-74.006,98.77999878
33.215,-97.133,46.31000137
38.582,-121.494,98.88999939
0,0,49.47
32.222,-110.926,99.16999817
38.627,-90.198,98.94000244
34.201,-118.598,99.25
33.215,-97.133,98.68000031
39.434,-76.167,61.22000122
38.834,-104.821,29.46999931
40.732,-74.039,96.58000183
40.63,-91.315,29.47
40.626,-75.37,73.23999786
39.678,-119.938,69.27999878
40.116,-74.858,98.98000336
35.772,-78.639,98.98000336
33.448,-112.074,98.63999939
30.438,-84.281,72.12999725
34.953,-120.436,74.68000031
40.736,-74.172,98.72000122
35.648,-105.972,46.13000107
42.886,-78.878,99.01000214
40.732,-74.039,55.43000031
39.51,-76.164,99.01999664
34.015,-90.432,70.0699997
34.015,-90.432,70.0699997
32.88,-97,98.44000244
41.906,-71.524,99.08999634
38.895,-77.036,99.05999756
34.015,-90.432,70.0699997
33.517,-94.119,98.77999878
32.222,-110.926,49.47000122
32.325,-95.302,99.16999817
39.802,-89.655,99.26999664
27.768,-97.4,99.22000122
39.585,-76.388,98.84999847
39.29,-76.612,98.86000061
44.478,-73.196,98.75
44.081,-103.231,0
38.582,-121.494,98.88999939
0,0,49.47
32.222,-110.926,99.16999817
38.627,-90.198,98.94000244
32.457,-93.71,98.73000336
34.73,-86.586,74.59999847
31.115,-97.728,98.37999725
45.639,-122.661,99.16999817
38.752,-121.288,98.27999878
0,0,0
0,0,0
37.316,-121.937,74.91999817
40.188,-75.153,98.12999725
40.714,-74.006,66.12000275
42.78,-73.846,95.83999634
0,0,98.62000275
41.46,-72.818,99.13999939
37.166,-93.325,98.44000244
42.006,-71.486,99.0699997
61.202,-149.741,99.0699997
32.325,-95.302,99.23000336
42.162,-70.794,98.66999817
33.448,-112.074,26.43000031
41.85,-87.65,49.47
32.728,-97.317,98.76999664
43.002,-73.876,72.63999939
31.706,-106.324,98.93000031
39.09,-77.18,98.84999847
0,0,95.48000336
28.388,-81.322,99.08000183
32.783,-96.807,98.80000305
37.472,-121.13,98.94999695
33.936,-118.065,98.76999664
29.424,-98.494,59.86000061
37.296,-80.117,98.98999786
40.736,-74.172,98.62000275
42.004,-87.895,99.0699997
28.457,-81.468,98.44999695
33.787,-84.59,99.05999756
42.331,-83.05,98.86000061
42.227,-73.745,98.73999786
33.448,-112.074,0
39.113,-86.442,71.3199997
38.895,-77.036,97.52999878
40.752,-73.973,75.69000244
33.641,-117.794,99.12999725
40.75,-73.997,58.18999863
34.193,-118.819,99.18000031
32.772,-117.146,96.11000061
34.075,-84.294,97.5699997
40.741,-73.99,74.75
39.341,-84.405,96.11000061
47.639,-122.37,99.05000305
28.056,-82.678,99.27999878
27.948,-82.458,99.12999725
42.888,-78.881,99.12999725
41.764,-72.685,26.43
29.615,-95.606,75.11000061
42.974,-74.127,99.27999878
40.532,-105.141,99.27999878
39.953,-75.165,99.27999878
38.116,-121.107,99.27999878
32.734,-96.451,99.27999878
38.688,-77.819,99.18000031
25.793,-80.368,98.8199997
33.888,-118.309,99.16000366
31.311,-92.445,0
41.5,-81.695,99.04000092
30.239,-90.92,74.40000153
40.642,-75.43,29.47
30.451,-91.155,0
40.044,-105.194,49.47000122
30.374,-90.982,29.47
36.852,-121.402,29.47
29.763,-95.363,0
30.451,-91.155,70.12000275
29.763,-95.363,0
30.451,-91.155,0
0,0,96.97000122
29.994,-90.242,69.23999786
38.997,-84.652,98.55999756
44.247,-88.371,98.19999695
40.727,-73.742,71.41000366
27.943,-82.511,99.27999878
39.648,-75.604,99.29000092
35.084,-80.89,99.08999634
42.732,-84.554,98.75
34.73,-86.586,97.05999756
35.772,-78.639,98.16999817
39.617,-104.951,99.16000366
42.719,-73.826,98.66000366
33.736,-117.818,73.84999847
39.661,-104.835,71.37000275
37.316,-121.937,74.91999817
42.117,-86.454,49.47000122
42.461,-73.282,98.76000214
40.714,-74.006,66.12000275
42.78,-73.846,95.83999634
43.074,-87.909,98.98999786
0,0,98.98999786
33.956,-83.988,71.58999634
37.387,-122.016,74.8199997
28.538,-81.379,98.80000305
42.558,-70.88,98.44000244
38.627,-90.198,98.63999939
47.664,-122.023,99.27999878
47.612,-122.334,60.34999847
37.387,-122.016,99.09999847
26.122,-80.143,97.11000061
32.222,-110.926,98.5
32.996,-97.227,71.98999786
35.5,-86.079,98.5
33.649,-86.702,68.25
41.596,-72.589,98.58000183
40.847,-74.159,99.08000183
25.774,-80.194,99.08999634
36.833,-78.733,99.0699997
42.732,-84.554,49.47
40.728,-74.078,71.95999908
35.759,-78.781,99.05999756
45.3,-122.774,98.87999725
25.456,-80.455,95.08000183
37.369,-122.036,70.44000244
27.849,-82.635,99.13999939
44.269,-88.443,71.66999817
40.346,-74.425,74.40000153
45.01,-93.349,97.5699997
27.771,-82.637,99.26999664
32.78,-79.936,97.91999817
26.157,-80.331,98.62000275
40.714,-74.006,66.12000275
42.78,-73.846,95.83999634
37.316,-121.937,74.91999817
0,0,95.48000336
28.388,-81.322,99.08000183
32.783,-96.807,98.80000305
37.472,-121.13,98.94999695
33.936,-118.065,98.76999664
29.424,-98.494,59.86000061
37.296,-80.117,98.98999786
42.306,-71.525,99
26.122,-80.143,97.11000061
32.222,-110.926,98.5
32.996,-97.227,71.98999786
45.3,-122.774,98.87999725
25.456,-80.455,95.08000183
37.369,-122.036,70.44000244
27.849,-82.635,99.13999939
33.714,-118.038,71.48999786
37.775,-122.419,0
39.759,-89.633,0
33.596,-117.708,70.59999847
47.811,-122.377,0
39.766,-105.077,96.01000214
40.122,-75.54,75.61000061
42.233,-89.15,99.19000244
33.467,-111.914,98.76999664
43.12,-74.363,96.77999878
37.771,-122.444,99.11000061
42.717,-88.542,99.12999725
42.814,-73.94,99.13999939
38.915,-77.077,99
42.477,-83.028,99.13999939
42.162,-70.794,98.66999817
41.783,-72.661,97.30999756
42.472,-83.294,72.33999634
37.554,-77.46,97.47000122
0,0,98.90000153
30.267,-97.743,72.66000366
33.938,-83.429,99.09999847
38.811,-90.853,71.66999817
40.63,-91.315,29.47
37.393,-121.965,98.51000214
37.393,-121.965,98.94999695
39.255,-76.709,75.41999817
40.714,-74.006,66.12000275
42.78,-73.846,95.83999634
32.69,-97.618,73.76000214
33.202,-96.618,73.76000214
32.962,-96.899,73.76000214
32.569,-97.13,73.76000214
41.914,-88.131,99.01000214
32.962,-96.829,98.87999725
29.537,-98.488,68.62999725
27.948,-82.458,97.16000366
41.851,-80.79,97.48000336
40.574,-80.146,98.01999664
21.333,-158.083,72.38999939
32.945,-96.796,97.73999786
40.161,-82.666,56.18999863
33.675,-117.809,98.70999908
42.424,-82.897,0
42.658,-71.137,98.94000244
41.176,-96.062,71.19999695
26.88,-80.053,71.84999847
32.821,-79.846,98.94999695
28.457,-81.468,99.12000275
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
39.148,-84.52,99.0699997
32.084,-81.1,99.16000366
39.148,-84.52,99.0699997
32.084,-81.1,99.16000366
47.524,-121.926,0
40.737,-73.723,99.13999939
29.314,-98.388,99.16999817
29.701,-95.262,99.23000336
33.215,-97.133,99.12000275
39.802,-89.655,99.26999664
38.58,-90.42,99.23999786
46.664,-92.425,75.62999725
39.956,-74.257,0
32.806,-83.693,98.90000153
30.158,-95.489,0
32.457,-93.71,99.22000122
33.085,-97.296,98.08000183
39.367,-76.795,75.51000214
39.802,-89.655,99.26999664
34.935,-95.893,98.59999847
46.417,-117.018,99.18000031
39.148,-84.52,99.0699997
32.084,-81.1,99.16000366
47.524,-121.926,0
40.737,-73.723,99.13999939
29.314,-98.388,99.16999817
29.701,-95.262,99.23000336
33.215,-97.133,99.12000275
39.802,-89.655,99.26999664
38.58,-90.42,99.23999786
46.664,-92.425,75.62999725
39.956,-74.257,0
32.806,-83.693,98.90000153
30.158,-95.489,0
32.457,-93.71,99.22000122
33.085,-97.296,98.08000183
39.367,-76.795,75.51000214
41.761,-71.211,72.69000244
39.766,-94.842,98.05999756
38.899,-94.705,74.47000122
38.627,-90.198,97.34999847
34.73,-86.586,74.59999847
38.752,-121.288,98.27999878
38.627,-90.198,97.26000214
38.907,-77.124,97.37000275
34.07,-118.35,65.09999847
42.751,-73.773,96.83000183
38.982,-94.671,98.70999908
40.875,-74.667,71.95999908
35.06,-89.679,69.18000031
38.907,-77.124,49.47000122
38.907,-77.124,49.47000122
33.849,-84.362,98.86000061
40.768,-73.525,71.98999786
35.907,-86.766,96.37000275
27.849,-82.635,99.05000305
39.802,-123.031,99
37.107,-94.522,29.46999931
41.398,-96.208,95.8199997
42.331,-83.05,98.95999908
33.215,-97.133,99.04000092
41.464,-81.509,49.47000122
45.012,-93.156,72.37999725
37.165,-89.482,0
32.899,-97.329,0
37.425,-122.007,97.44999695
36.874,-86.454,98.5699997
40.75,-73.997,49.47000122
0,0,74.91999817
28.388,-81.322,99.08000183
39.952,-75.164,98.3199997
42.658,-83.182,98.55000305
33.845,-117.953,73.51999664
46.808,-100.784,99.08000183
33.477,-93.919,98.84999847
42.152,-71.215,98.84999847
38.907,-77.124,49.47000122
41.398,-96.208,95.8199997
35.907,-86.766,68.23000336
33.849,-84.362,98.86000061
40.768,-73.525,71.98999786
27.849,-82.635,99.05000305
39.802,-123.031,99
37.107,-94.522,29.46999931
42.331,-83.05,98.95999908
33.215,-97.133,99.04000092
41.464,-81.509,49.47000122
45.012,-93.156,72.37999725
37.165,-89.482,0
32.899,-97.329,0
37.425,-122.007,97.44999695
36.874,-86.454,98.5699997
40.75,-73.997,49.47000122
0,0,74.91999817
28.388,-81.322,99.08000183
39.952,-75.164,98.3199997
42.658,-83.182,98.55000305
33.845,-117.953,73.51999664
46.808,-100.784,99.08000183
33.477,-93.919,98.84999847
42.152,-71.215,98.84999847
41.661,-70.936,0
39.864,-75.435,98.5699997
40.415,-74.23,98.77999878
41.925,-91.691,98.76999664
35.687,-105.938,69.55999756
42.351,-71.061,99.08000183
39.297,-76.607,98.45999908
41.053,-73.539,93.98000336
42.399,-71.259,49.47000122
42.331,-83.05,71.47000122
38.627,-90.198,29.47
44.98,-93.264,99.0699997
40.742,-75.225,98.94000244
38.834,-104.821,74.47000122
38.834,-104.821,69.44000244
35.215,-80.827,99.11000061
41.706,-71.453,99
39.872,-75.328,98.94999695
43.525,-112.144,96.13999939
40.297,-74.73,40.45999908
45.5,-73.583,97.58000183
42.281,-71.429,99
32.918,-96.772,69.87000275
32.701,-97.381,67.69000244
27.768,-97.4,97.29000092
33.383,-111.874,98.69999695
42.719,-73.826,71.80999756
37.354,-121.955,74.37999725
26.132,-81.799,62.22000122
40.714,-74.006,69.98000336
33.215,-97.133,97.23000336
43.001,-73.849,71.73000336
30.134,-95.468,74.37999725
40.75,-73.997,74.44000244
35.597,-82.627,98.69999695
40.434,-79.864,98.95999908
38.627,-90.198,29.47
41.641,-88.647,98.97000122
41.046,-71.947,98.75
40.761,-111.89,98.98999786
37.742,-121.239,0
42.996,-71.455,74.29000092
38.999,-84.627,62.52000046
41.85,-87.65,98.15000153
39.005,-104.504,99.23000336
45.289,-121.797,96.93000031
44.945,-123.861,96.93000031
40.654,-74.001,29.47
33.875,-117.566,68.94000244
41.319,-81.678,96.62000275
34.673,-92.368,29.47
29.626,-95.484,69.69000244
27.336,-82.531,29.47
38.473,-77.997,98.86000061
39.212,-76.879,60.09000015
33.606,-111.894,97.40000153
25.656,-80.41,49.47
26.122,-80.143,49.47000122
25.774,-80.194,0
31.073,-97.736,67.97000122
29.763,-95.363,96.44999695
38.627,-90.198,98.93000031
38.582,-121.494,49.47000122
38.951,-77.231,99.12000275
40.714,-74.006,99.16000366
38.97,-77.386,98.51999664
26.857,-80.056,29.46999931
30.272,-97.742,55.99000168
35.227,-80.843,98.73000336
32.817,-96.881,98.88999939
41.906,-71.524,97.51000214
33.415,-111.909,98.09999847
32.715,-117.157,70.98000336
38.834,-104.821,75.12000275
40.671,-73.937,98.88999939
40.714,-74.006,74.98999786
35.86,-78.833,71.84999847
37.789,-122.395,98.33000183
36.8,-76.273,74.5
33.215,-97.133,64.16999817
44.902,-68.668,66.01999664
32.814,-96.949,72.0699997
34.15,-118.978,98.40000153
38.895,-77.036,96.83000183
38.933,-77.183,71.66999817
38.91,-77.018,99.19999695
40.555,-74.661,98.54000092
39.802,-89.655,99.26000214
35.291,-97.812,49.47000122
40.514,-88.991,68.13999939
33.585,-92.834,60.56000137
33.448,-112.074,66.61000061
47.702,-122.621,98.26999664
45.471,-89.73,67.0699997
38.899,-94.705,74.47000122
38.473,-77.997,99.08999634
42.167,-87.897,99.23000336
30.406,-86.619,98.98999786
42.447,-71.224,99.12000275
33.649,-117.685,98.65000153
0,0,63.63999939
33.749,-84.388,95.68000031
42.117,-86.454,74.01999664
40.714,-74.006,67.73000336
32.419,-97.114,99.08999634
33.671,-84.749,98.76000214
39.29,-76.612,70.08999634
40.081,-80.9,73.16000366
46.894,-92.365,99.05000305
38.862,-90.097,97.16000366
32.783,-96.807,97.59999847
38.58,-90.42,99.08000183
40.714,-74.006,98.77999878
30.532,-91.119,72.37000275
45.5,-73.583,97.58000183
61.581,-149.439,99.01000214
36.166,-86.784,67.3199997
31.45,-83.508,98.98000336
33.585,-92.834,99.01999664
34.063,-118.123,99.08000183
31.073,-97.736,98.15000153
46.664,-92.425,54.34000015
39.29,-76.612,98.73999786
38.458,-90.324,99.08000183
32.954,-96.89,99.05999756
30.532,-91.119,71.87999725
30.8,-81.69,99.05999756
42.653,-73.756,99.05999756
33.775,-84.296,98.98000336
0,0,99.23999786
35.998,-76.946,99.05999756
41.836,-71.075,29.47
43.911,-69.821,29.47
47.674,-122.122,99.22000122
36.046,-115.404,98.61000061
33.585,-92.834,71.8199997
39.766,-94.842,98.05999756
33.448,-112.074,72.58999634
33.605,-86.759,71.40000153
38.813,-121.03,0
38.331,-77.051,99.05999756
32.996,-97.227,75.26000214
37.38,-122.086,97.05999756
42.708,-71.161,97.69000244
39.766,-94.842,72.19999695
31.073,-97.736,98.15000153
33.605,-86.759,71.40000153
38.813,-121.03,0
42.702,-83.403,98.27999878
31.215,-97.74,26.43000031
29.887,-90.031,99.26999664
34.83,-87.664,99.0699997
26.121,-80.128,98.79000092
39.106,-84.501,98.98000336
40.736,-74.172,97.62000275
45.549,-122.558,99.23000336
32.095,-96.469,98.98000336
29.981,-95.464,99.12000275
34.548,-82.628,98.94000244
39.771,-86.157,98.95999908
35.227,-80.843,98.44999695
42.69,-71.162,98.43000031
43.011,-88.231,98.62000275
25.767,-80.204,98.94999695
42.719,-73.826,99.09999847
25.753,-80.271,99.26999664
47.702,-122.621,98.26999664
45.471,-89.73,67.0699997
38.899,-94.705,74.47000122
38.473,-77.997,99.08999634
42.167,-87.897,99.23000336
30.272,-97.742,55.99000168
35.227,-80.843,98.73000336
32.817,-96.881,98.88999939
41.906,-71.524,97.51000214
33.415,-111.909,98.09999847
32.715,-117.157,70.98000336
38.907,-77.124,49.47000122
33.849,-84.362,98.86000061
40.768,-73.525,71.98999786
35.907,-86.766,96.37000275
27.849,-82.635,99.05000305
39.802,-123.031,99
37.107,-94.522,29.46999931
41.398,-96.208,95.8199997
42.331,-83.05,98.95999908
33.215,-97.133,99.04000092
41.464,-81.509,49.47000122
45.012,-93.156,72.37999725
37.165,-89.482,0
32.899,-97.329,0
37.425,-122.007,97.44999695
36.874,-86.454,98.5699997
40.75,-73.997,49.47000122
0,0,74.91999817
28.388,-81.322,99.08000183
39.952,-75.164,98.3199997
42.658,-83.182,98.55000305
33.845,-117.953,73.51999664
46.808,-100.784,99.08000183
33.477,-93.919,98.84999847
42.152,-71.215,98.84999847
38.907,-77.124,49.47000122
41.398,-96.208,95.8199997
35.907,-86.766,68.23000336
33.849,-84.362,98.86000061
40.768,-73.525,71.98999786
27.849,-82.635,99.05000305
39.802,-123.031,99
37.107,-94.522,29.46999931
42.331,-83.05,98.95999908
33.215,-97.133,99.04000092
41.464,-81.509,49.47000122
45.012,-93.156,72.37999725
37.165,-89.482,0
32.899,-97.329,0
37.425,-122.007,97.44999695
36.874,-86.454,98.5699997
40.75,-73.997,49.47000122
0,0,74.91999817
28.388,-81.322,99.08000183
39.952,-75.164,98.3199997
42.658,-83.182,98.55000305
33.845,-117.953,73.51999664
46.808,-100.784,99.08000183
33.477,-93.919,98.84999847
42.152,-71.215,98.84999847
41.661,-70.936,0
39.864,-75.435,98.5699997
40.415,-74.23,98.77999878
41.925,-91.691,98.76999664
35.687,-105.938,69.55999756
42.351,-71.061,99.08000183
39.297,-76.607,98.45999908
31.073,-97.736,98.33000183
33.448,-112.074,99.12999725
40.84,-74.091,98.88999939
38.331,-77.051,98.95999908
43.039,-87.906,98.3199997
25.774,-80.194,0
38.713,-90.43,99.11000061
35.914,-78.863,99.16000366
38.967,-76.862,71.33999634
33.448,-112.074,29.46999931
36.046,-115.404,98.61000061
38.331,-77.051,98.73000336
34.201,-118.598,99.08999634
38.752,-121.288,99.15000153
42.447,-71.224,96.63999939
46.949,-91.779,98.0699997
33.448,-112.074,66.61000061
38.331,-77.051,75.0699997
34.73,-86.586,74.59999847
32.419,-97.114,99.08999634
33.671,-84.749,98.76000214
39.29,-76.612,70.08999634
40.081,-80.9,73.16000366
46.894,-92.365,99.05000305
38.862,-90.097,97.16000366
32.783,-96.807,97.59999847
38.58,-90.42,99.08000183
40.714,-74.006,98.77999878
30.532,-91.119,72.37000275
45.5,-73.583,97.58000183
61.581,-149.439,99.01000214
36.166,-86.784,67.3199997
31.45,-83.508,98.98000336
33.585,-92.834,99.01999664
36.046,-115.404,98.61000061
33.585,-92.834,71.8199997
40.012,-76.355,71.34999847
32.805,-117.136,69.73000336
33.679,-117.909,97.33999634
39.846,-75.374,99.13999939
29.832,-95.477,99.04000092
40.745,-74.032,98.66000366
33.597,-83.86,99.20999908
31.549,-97.147,98.45999908
32.787,-96.799,0
39.802,-89.655,99.20999908
34.063,-118.123,99.08000183
39.766,-94.842,96.33999634
44.882,-93.816,75.20999908
33.585,-92.834,99.01999664
37.339,-121.895,99.0699997
43.911,-69.821,0
40.477,-88.992,98.98999786
33.448,-112.074,97.55000305
34.286,-118.881,0
39.766,-105.077,96.01000214
35.564,-97.5,0
42.32,-71.44,98.87999725
42.135,-71.968,0
25.657,-80.359,72.83999634
40.714,-74.006,72
37.554,-77.46,98.66000366
34.147,-118.139,99.22000122
34.932,-114.138,0
43.157,-77.615,97.11000061
41.044,-83.65,99.13999939
40.768,-73.525,97.55000305
41.307,-72.925,98.05000305
29.428,-98.528,70.52999878
43.12,-74.363,96.77999878
39.802,-89.655,99.20999908
34.063,-118.123,99.08000183
39.766,-94.842,96.33999634
44.882,-93.816,75.20999908
33.585,-92.834,99.01999664
37.339,-121.895,99.0699997
43.911,-69.821,0
40.477,-88.992,98.98999786
33.448,-112.074,97.55000305
34.286,-118.881,0
39.766,-105.077,96.01000214
35.564,-97.5,0
42.32,-71.44,98.87999725
42.135,-71.968,0
25.657,-80.359,72.83999634
40.714,-74.006,72
37.554,-77.46,98.66000366
34.147,-118.139,99.22000122
34.932,-114.138,0
43.157,-77.615,97.11000061
41.044,-83.65,99.13999939
40.768,-73.525,97.55000305
41.307,-72.925,98.05000305
29.428,-98.528,70.52999878
43.12,-74.363,96.77999878
40.686,-76.195,99.19000244
37.079,-76.496,98.87999725
42.653,-73.756,74.43000031
32.734,-114.511,75.09999847
41.615,-80.134,99.09999847
42.656,-73.748,99
42.226,-83.268,98.58999634
40.232,-74.653,99.01999664
39.135,-84.435,98.52999878
0,0,98.98999786
37.771,-122.444,99.11000061
42.656,-73.748,98.83999634
33.215,-97.133,96.26000214
42.717,-88.542,99.12999725
44.191,-86.185,70.37000275
40.274,-80.154,29.46999931
31.073,-97.736,98.94999695
33.947,-118.085,67.97000122
31.115,-97.728,66.73999786
34.73,-86.586,99.23999786
43.039,-87.906,98.47000122
38.916,-76.995,49.47000122
38.834,-104.821,99.0699997
40.714,-74.006,98.77999878
42.447,-71.224,98.8199997
32.783,-96.807,98.19999695
39.766,-94.842,98.05999756
38.899,-94.705,74.47000122
38.627,-90.198,97.34999847
34.092,-117.435,0
34.148,-119.195,71.80000305
34.201,-118.598,99.25
0,0,98.48999786
38.834,-104.821,98.76999664
47.702,-122.621,98.26999664
45.471,-89.73,67.0699997
38.899,-94.705,74.47000122
38.473,-77.997,99.08999634
42.167,-87.897,99.23000336
33.151,-96.824,49.47
32.866,-97.216,49.47
32.522,-97.303,49.47
28.136,-99.18,75
40.773,-73.643,29.47
25.297,-80.735,70.76999664
29.505,-98.572,99.04000092
42.574,-70.95,98.02999878
34.338,-88.662,0
34.001,-81.035,75.44999695
38.959,-85.89,49.47
26.011,-80.149,73.23999786
32.542,-84.925,72.01999664
38.627,-90.198,98.30000305
40.43,-74.418,0
47.524,-121.926,0
39.36,-84.31,97.69999695
47.683,-122.123,98.61000061
35.543,-97.552,98.5
38.934,-77.177,72.09999847
40.782,-73.951,98.76000214
30.263,-92.122,73.34999847
42.341,-71.095,97.75
32.725,-97.321,72.11000061
37.351,-122.037,72.01000214
33.448,-112.074,98.63999939
38.951,-77.231,98.90000153
33.846,-118.047,99.08000183
42.269,-71.616,98.73999786
40.714,-74.006,98.87000275
40.736,-74.172,98.72000122
34.023,-80.929,71.37000275
33.605,-86.759,98.94000244
41.85,-87.65,98.70999908
38.834,-104.821,98.70999908
31.319,-85.494,98.94000244
31.115,-97.728,68.62000275
38.002,-121.325,70.22000122
42.536,-71.039,49.47000122
41.851,-80.79,97.48000336
42.85,-82.798,72.73000336
39.29,-76.612,99.12000275
40.081,-80.9,73.16000366
38.458,-90.324,99.23000336
39.843,-88.952,29.47
46.587,-94.697,97.8199997
40.518,-80.167,97.51000214
39.193,-76.724,98.98999786
34.148,-119.195,97.30000305
31.266,-92.47,0
40.514,-88.991,68.13999939
39.66,-98.786,29.47
36.99,-86.444,98.12999725
35.2,-106.644,97.48000336
38.653,-94.349,0
34.316,-83.815,98.87999725
33.198,-96.615,99.20999908
38.331,-77.051,0
27.336,-82.531,49.47000122
26.934,-80.094,99.12999725
43.467,-112.034,48.02000046
43.911,-69.821,0
32.996,-97.227,99.25
38.752,-121.288,72.37000275
30.508,-97.679,97.76000214
41.85,-87.65,69.08000183
40.714,-74.006,98.77999878
41.144,-72.278,69.30000305
47.631,-122.346,96.30999756
44.866,-93.43,99.08999634
41.82,-71.413,49.47
47.667,-117.438,98.91000366
29.737,-95.447,26.43000031
42.176,-71.053,98.5
31.266,-92.47,0
40.514,-88.991,68.13999939
39.66,-98.786,29.47
36.99,-86.444,98.12999725
35.2,-106.644,97.48000336
33.448,-112.074,99.19999695
32.746,-96.998,99.20999908
30.532,-91.119,97.72000122
34.73,-86.586,73.80999756
43.467,-112.034,48.02000046
43.911,-69.821,0
32.996,-97.227,99.25
38.752,-121.288,72.37000275
30.508,-97.679,97.76000214
41.85,-87.65,69.08000183
40.714,-74.006,98.77999878
41.144,-72.278,69.30000305
47.631,-122.346,96.30999756
44.866,-93.43,99.08999634
47.667,-117.438,98.91000366
29.737,-95.447,26.43000031
42.176,-71.053,98.5
42.127,-71.05,69.02999878
41.927,-72.655,99.09999847
34.036,-84.239,99.01000214
34.036,-84.239,99.01000214
33.912,-88.931,29.47
45.048,-93.427,67.19999695
42.773,-71.473,99.22000122
37.834,-122.265,58.97000122
42.226,-83.268,98.43000031
41.142,-104.779,98.86000061
42.719,-73.826,99.16999817
41.235,-80.499,0
27.768,-97.4,98.88999939
39.912,-74.21,0
31.266,-92.47,0
40.514,-88.991,68.13999939
39.66,-98.786,29.47
