lng,lat,v
38.895,-77.036,99.05999756
40.745,-74.032,98.58000183
43.061,-89.399,99.08999634
39.357,-120.176,98.80999756
37.809,-122.299,0
40.714,-74.006,99.08999634
33.787,-84.59,99.05999756
38.895,-77.036,99.05000305
42.347,-71.04,98.97000122
41.878,-87.628,99
0,0,98.36000061
35.227,-80.843,99.05999756
40.094,-75.38,99.05999756
39.971,-82.864,99.05999756
42.331,-83.05,98.90000153
37.975,-87.478,98.84999847
40.133,-75.211,49.47
42.013,-87.997,95.88999939
40.188,-75.153,98.12999725
35.999,-78.898,98.58000183
39.792,-86.289,99.01999664
39.29,-76.612,99.08999634
0,0,99.05999756
41.85,-87.65,99.05999756
38.91,-77.018,98.45999908
39.952,-75.164,99.05999756
33.973,-118.249,49.47
40.313,-74.861,99.05999756
42.688,-83.234,97.65000153
33.451,-112.068,99.05999756
41.601,-93.609,98.84999847
0,0,0
37.518,-76.979,98.55999756
26.359,-80.083,49.47000122
38.582,-121.494,98.90000153
32.982,-96.836,99.05999756
41.601,-93.609,98.3199997
30.311,-97.722,98.01000214
39.765,-84.086,98.37000275
38.907,-77.124,98.26999664
39.439,-77.343,99.16000366
41.062,-74.803,99.05999756
34.983,-78.417,97.62000275
35.772,-78.639,98.97000122
40.661,-75.39,98.90000153
45.498,-122.694,98.3199997
42.358,-71.065,98.90000153
33.183,-87.249,99.05999756
46.598,-120.534,99.05999756
0,0,98.95999908
28.608,-81.353,97.05000305
34.73,-86.586,98.90000153
42.347,-71.04,99.05000305
39.735,-104.781,98.98000336
47.602,-122.326,98.3199997
37.386,-122.084,98.23999786
33.02,-96.699,99.05999756
44.98,-93.264,98.80999756
40.714,-74.006,99.05999756
40.714,-74.006,98.83999634
44.98,-93.264,99.05999756
40.038,-76.306,98.80999756
41.584,-93.629,99.05999756
40.925,-74.277,99.05999756
30.22,-97.749,99.13999939
37.323,-122.032,98.55000305
33.736,-117.818,98.83999634
0,0,96.25
26.359,-80.083,98.63999939
39.948,-74.905,98.94000244
41.5,-81.695,99.05999756
40.615,-74.77,99.05999756
41.569,-93.785,99.05999756
40.714,-74.006,99.05999756
27.997,-82.4,96.25
28.457,-81.468,99
40.048,-86.459,98.33999634
46.771,-92.104,99.05999756
33.89,-84.143,98.30000305
47.606,-122.332,98.90000153
38.699,-77.137,99.05999756
35.995,-86.785,97.87999725
30.332,-81.656,99.05999756
42.358,-71.06,98.80999756
33.753,-84.389,99.13999939
32.787,-96.799,98.95999908
42.341,-71.095,98.73999786
37.58,-77.52,49.47
42.485,-83.028,98.54000092
37.386,-122.084,98.58000183
0,0,49.47
35.86,-78.833,98.94000244
34.019,-118.491,97.54000092
40.608,-74.759,99.05999756
42.358,-71.06,99.08999634
41.839,-71.439,97.97000122
40.555,-74.661,98.30999756
42.331,-83.046,99.05999756
36.332,-94.119,98.47000122
41.767,-72.673,99.13999939
39.835,-82.88,98.94000244
32.715,-117.157,98.95999908
38.837,-77.064,99.05999756
0,0,99.05999756
32.88,-97,98.44000244
36.831,-76.481,99.05999756
40.671,-73.937,98.83999634
35.772,-78.639,99.08999634
37.548,-121.989,99.05000305
39.084,-77.153,97.19999695
40.714,-74.006,99.05999756
0,0,96.25
41.666,-81.34,99.05999756
0,0,98.76000214
36.161,-86.784,99.05999756
40.714,-74.006,99.08999634
47.631,-122.346,98.3199997
38.805,-77.047,99.05999756
39.29,-76.612,99.08999634
42.562,-71.562,99.05999756
33.076,-96.804,98.80999756
29.759,-95.363,98.58000183
38.834,-104.821,94.19000244
33.933,-84.385,98.62999725
41.881,-87.625,99.13999939
34.075,-84.294,99.05999756
33.42,-111.929,94.54000092
41.683,-86.25,98.95999908
42.358,-71.06,98.80999756
42.653,-73.756,98.80999756
40.486,-74.452,98.75
27.997,-82.4,97.90000153
33.448,-112.074,98.94999695
37.716,-122.165,99.05999756
39.961,-82.999,49.47000122
35.772,-78.639,98.80999756
32.88,-97,98.66000366
43.609,-116.398,98.70999908
42.363,-71.103,98.51000214
38.895,-77.036,98.30000305
33.448,-112.074,99.05999756
32.814,-96.949,98.65000153
47.602,-122.326,98.84999847
39.948,-74.905,98.94000244
36.085,-115.256,99.05999756
35.126,-117.986,98.44000244
37.323,-122.032,98.76000214
40.784,-73.252,99.05999756
40.729,-74.077,99.05999756
33.792,-84.446,98.62999725
42.358,-71.06,98.80999756
39.244,-84.353,99.05999756
41.683,-86.25,98.0699997
42.971,-78.799,98.52999878
47.612,-122.334,99.01999664
35.772,-78.639,99.08000183
26.122,-80.143,98.80999756
27.948,-82.458,99.05999756
33.941,-84.214,98.37000275
39.948,-74.905,98.94000244
35.211,-80.867,98.98000336
32.814,-96.949,98.34999847
29.776,-95.604,98.26000214
27.983,-82.34,99.05999756
33.449,-112.091,98.37000275
32.787,-96.799,98.62999725
39.42,-76.78,98.37000275
37.386,-122.084,99.05999756
30.267,-97.743,99.08999634
40.745,-74.032,98.66000366
35.227,-80.843,98.20999908
39.948,-74.905,98.94000244
40.816,-96.707,99.05999756
33.619,-117.929,98.58000183
40.733,-74.173,97.84999847
44.975,-93.258,98.94000244
27.997,-82.4,99.05000305
38.91,-77.018,97.72000122
41.809,-88.023,97
45.518,-122.859,99.05999756
43.006,-123.893,98.69000244
28.457,-81.468,99
44.975,-93.258,99.05999756
37.979,-122.165,49.47000122
39.953,-75.174,98.80999756
41.118,-73.408,98.44000244
37.305,-122.095,98.90000153
41.82,-71.413,98.62999725
44.975,-93.258,99.05999756
32.783,-96.776,98.73000336
47.683,-122.123,99.05999756
41.04,-73.712,99.05999756
43.006,-123.893,98.76000214
32.884,-96.94,98.52999878
40.745,-74.032,98.63999939
37.418,-122.071,98.66999817
42.399,-71.259,99.05999756
27.997,-82.4,98.12999725
0,0,99.16000366
32.88,-97,98.44000244
42.228,-88.32,63.93999863
47.606,-122.332,98.55999756
42.886,-78.878,99.01000214
39.001,-77.036,99.05999756
38.882,-77.171,99.12000275
33.215,-97.133,73.88999939
42.78,-73.846,95.83999634
35.914,-78.863,75.26000214
49.236,-123.149,73.88999939
34.73,-86.586,49.47
38.473,-77.997,99.08999634
38.895,-77.036,99.05999756
36.678,-121.655,71.19000244
35.772,-78.639,98.30999756
36.388,-86.447,49.47
36.391,-86.167,70.0699997
40.628,-75.395,98.75
36.204,-115.223,73.93000031
40.038,-76.306,98.70999908
42.086,-71.411,29.46999931
39.246,-119.962,69.11000061
41.711,-70.361,29.47
39.535,-119.753,99
30.267,-97.743,98.40000153
32.915,-96.171,71.54000092
31.545,-83.898,98.55000305
44.081,-103.231,0
39.29,-76.612,98.73999786
40.608,-75.49,69.30999756
46.294,-93.827,0
44.426,-69.006,97.91999817
34.108,-117.29,49.47
0,0,99.16000366
40.656,-111.503,0
42.222,-83.397,99.23999786
34.73,-86.586,74.59999847
40.337,-75.119,0
39.961,-82.999,29.46999931
33.669,-117.823,26.43000031
36.388,-86.447,49.47
36.391,-86.167,70.0699997
36.204,-115.223,73.93000031
40.038,-76.306,98.70999908
42.086,-71.411,29.46999931
39.246,-119.962,69.11000061
41.711,-70.361,29.47
30.267,-97.743,98.40000153
32.915,-96.171,71.54000092
31.545,-83.898,98.55000305
44.081,-103.231,0
39.29,-76.612,98.73999786
39.608,-119.776,99
40.608,-75.49,69.30999756
46.294,-93.827,0
44.426,-69.006,97.91999817
34.108,-117.29,49.47
0,0,99.16000366
40.656,-111.503,0
42.222,-83.397,99.23999786
34.73,-86.586,74.59999847
40.337,-75.119,0
39.961,-82.999,29.46999931
39.864,-104.822,70.90000153
28.538,-81.379,98.88999939
45.639,-122.661,99.05999756
42.002,-83.309,71.76000214
42.382,-71.032,99.19000244
29.816,-95.524,0
38.331,-77.051,98.61000061
28.538,-81.379,98.88999939
47.61,-122.201,67.69999695
38.757,-77.091,98.94999695
40.477,-88.992,54.34000015
29.424,-98.494,64.54000092
42.347,-71.04,70.45999908
47.606,-122.332,99.16999817
39.334,-77.432,98.05999756
40.848,-74.483,50.38999939
40.663,-80.093,99.04000092
45.219,-93.954,73.98000336
34.147,-118.139,49.47000122
33.749,-84.388,98.97000122
35.772,-78.639,98.30999756
0,0,69.41000366
37.792,-122.408,98.30000305
33.995,-117.373,99.08999634
39.706,-104.965,99.01999664
34.141,-83.781,99.0699997
40.443,-79.953,99.01000214
36.032,-118.966,73.48000336
38.742,-90.346,97.59999847
32.881,-84.34,0
37.357,-77.442,98.63999939
49.236,-123.149,73.88999939
39.204,-94.555,99.20999908
35.648,-105.972,98.98999786
36.175,-115.137,96.90000153
42.509,-96.362,99.13999939
42.332,-122.778,99.27999878
28.234,-82.181,98.87999725
39.864,-75.435,99.13999939
39.633,-80.087,99.13999939
33.448,-111.805,99.13999939
40.016,-76.245,98.40000153
40.802,-73.937,99.13999939
41.908,-84.064,98.51999664
36.119,-80.075,98.33999634
43.059,-71.309,96.90000153
40.563,-79.29,99.11000061
41.651,-88.086,99.13999939
33.909,-84.177,99.13999939
39.952,-75.164,98.63999939
40.108,-76.505,99.13999939
0,0,98.62000275
41.46,-72.818,99.13999939
37.166,-93.325,98.44000244
34.224,-118.632,97.23999786
33.275,-111.863,99.13999939
32.846,-117.272,99.11000061
39.481,-76.644,49.47000122
35.648,-105.972,98.98999786
36.175,-115.137,96.90000153
42.509,-96.362,99.13999939
42.332,-122.778,99.27999878
28.234,-82.181,98.87999725
39.864,-75.435,99.13999939
39.633,-80.087,99.13999939
33.448,-111.805,99.13999939
40.016,-76.245,98.40000153
40.802,-73.937,99.13999939
41.908,-84.064,98.51999664
36.119,-80.075,98.33999634
43.059,-71.309,96.90000153
40.563,-79.29,99.11000061
41.651,-88.086,99.13999939
33.909,-84.177,99.13999939
39.952,-75.164,98.63999939
40.108,-76.505,99.13999939
0,0,98.62000275
41.46,-72.818,99.13999939
37.166,-93.325,98.44000244
34.224,-118.632,97.23999786
33.275,-111.863,99.13999939
32.846,-117.272,99.11000061
39.481,-76.644,49.47000122
40.65,-73.95,99.13999939
32.639,-96.563,99.27999878
45.639,-122.661,99.19999695
32.783,-96.807,99.12000275
44.05,-91.639,99.27999878
28.666,-81.369,99.08000183
39.029,-76.712,97.23999786
18.39,-66.066,99.11000061
28.76,-81.343,98.40000153
39.084,-77.153,95.55999756
42.331,-83.046,99.13999939
41.88,-87.688,99.12000275
32.793,-96.773,99.11000061
38.641,-90.646,99.04000092
35.775,-78.634,98.12999725
40.884,-74.206,99.12000275
30.356,-88.49,99.13999939
42.297,-71.227,0
40.044,-105.194,99.12000275
40.284,-84.152,0
42.249,-84.388,0
33.817,-111.903,0
39.425,-76.778,96.47000122
35.618,-97.467,99.13999939
38.262,-85.541,99.11000061
38.262,-85.541,99.11000061
35.925,-86.869,99.13999939
32.114,-81.154,99.12000275
42.708,-71.161,99.13999939
42.326,-87.841,98.33999634
32.88,-97,97.44999695
33.415,-111.909,99.13999939
32.974,-96.742,99.13999939
35.807,-78.713,99.19999695
44.914,-93.417,99.13999939
39.137,-76.698,99.13999939
28.458,-81.359,96.72000122
40.855,-74.4,99.13999939
40.886,-74.043,99.0699997
33.895,-118.002,98.01000214
27.476,-97.796,99.23000336
36.175,-115.137,97.38999939
40.258,-76.859,99.13999939
40.299,-76.709,99.11000061
39.952,-75.164,98.63999939
42.996,-71.455,96.47000122
47.65,-122.532,99.11000061
39.143,-77.201,49.47
42.327,-87.865,99.13999939
29.424,-98.494,70.34999847
39.029,-76.712,97.23999786
30.927,-97.556,49.47000122
38.43,-90.398,98.66999817
40.15,-75.382,99.12000275
40.284,-84.152,0
39.616,-104.875,99.13999939
32.88,-97,94.41999817
35.914,-78.863,99.12000275
33.448,-112.074,99.13999939
44.914,-93.417,99.13999939
33.883,-117.606,99.13999939
35.425,-100.839,99.13999939
33.845,-117.953,98.01000214
29.428,-98.528,99.01000214
40.177,-76.295,99.11000061
39.952,-75.164,98.63999939
33.393,-111.931,97.3199997
47.63,-122.054,99.11000061
39.079,-77.073,49.47
32.783,-96.807,99.08000183
32.927,-97.073,99.15000153
38.641,-90.646,99.04000092
32.451,-97.421,70.02999878
33.791,-112.064,99.13999939
32.084,-81.1,99.13999939
39.774,-86.11,99.13999939
35.907,-86.766,98.30000305
33.838,-117.537,99.13999939
36.748,-119.772,99.13999939
29.463,-98.676,98.73999786
40.012,-76.355,99.11000061
33.393,-111.931,97.3199997
47.758,-122.243,99.11000061
39.326,-76.448,49.47
30.086,-94.102,99.05999756
31.094,-97.364,99.11000061
38.803,-89.974,99.13999939
32.035,-81.167,99.13999939
39.774,-86.11,99.12000275
45.006,-93.157,98.30000305
35.907,-86.766,98.43000031
44.751,-93.515,98.76999664
29.428,-98.528,99.16999817
40.167,-76.604,99.11000061
47.523,-122.536,99.11000061
39.067,-76.665,49.47
32.482,-96.994,99.13999939
33.202,-97.077,97.3199997
38.43,-90.398,99.04000092
25.82,-80.355,98.48999786
29.683,-95.4,99.13999939
39.058,-94.594,99.13999939
44.751,-93.515,98.76999664
27.662,-97.367,98.73999786
40.073,-76.317,99.11000061
47.512,-122.501,99.11000061
38.54,-76.584,49.47
29.424,-98.494,70.36000061
33.162,-96.769,99.11000061
38.43,-90.398,99.01000214
39.642,-104.959,98.30000305
45.012,-93.156,99.13999939
27.768,-97.4,99.13999939
40.181,-76.176,99.11000061
47.555,-122.545,99.11000061
0,0,99.27999878
30.267,-97.743,70.37999725
30.546,-97.642,99.15000153
38.657,-90.458,99.13999939
38.627,-90.198,99.12000275
29.572,-98.605,99.13999939
29.463,-98.676,98.41999817
40.235,-76.93,99.11000061
47.617,-122.169,99.11000061
39.163,-76.625,49.47
32.934,-97.078,99.05999756
30.265,-97.865,98.63999939
33.306,-111.841,99.12000275
33.324,-111.867,99.13999939
30.177,-93.23,99.12000275
40.362,-76.797,99.11000061
47.562,-122.227,99.11000061
38.978,-76.492,49.47
33.02,-96.699,99.12000275
32.927,-97.073,99.11000061
27.938,-82.286,99.12000275
35.648,-105.972,98.37000275
40.291,-76.583,99.11000061
47.857,-122.216,99.11000061
38.991,-77.026,49.47
32.826,-96.965,99.11000061
38.58,-121.53,99.13999939
29.463,-98.676,99.08000183
40.073,-76.317,99.11000061
47.626,-122.235,99.11000061
0,0,98.98999786
32.793,-96.773,98.94000244
42.718,-73.833,99.12000275
32.457,-93.71,99.27999878
40.108,-76.505,99.11000061
47.462,-122.211,99.11000061
32.793,-96.773,98.08999634
30.087,-94.129,99.27999878
40.686,-76.195,98.40000153
47.656,-122.509,99.11000061
30.705,-97.737,96.72000122
29.428,-98.528,99.16999817
40.073,-76.317,99.11000061
47.412,-122.473,99.11000061
30.546,-97.642,98.5
32.325,-95.302,99.27999878
40.291,-76.822,99.11000061
47.47,-122.36,99.11000061
31.094,-97.364,98.63999939
27.768,-97.4,99.16999817
40.595,-75.668,98.40000153
47.682,-122.208,99.11000061
31.094,-97.364,97.73999786
35.648,-105.972,97.55999756
40.016,-76.245,99.11000061
47.754,-122.534,99.11000061
31.081,-97.636,98.90000153
27.768,-97.4,97.8199997
39.96,-76.268,99.11000061
47.529,-122.593,99.11000061
33.162,-96.769,96.47000122
29.505,-98.572,99.05999756
40.549,-75.999,98.40000153
47.674,-122.121,99.11000061
32.891,-96.554,99.11000061
35.648,-105.972,49.47000122
40.337,-75.119,99.11000061
47.538,-122.589,0
33.212,-96.606,99.11000061
33.517,-94.119,99.27999878
40.689,-75.277,99.11000061
47.792,-122.306,99.11000061
30.546,-97.642,99.0699997
32.457,-93.71,98.8199997
40.672,-75.628,99.11000061
47.602,-122.326,99.11000061
29.694,-98.072,99.05999756
40.083,-75.293,99.11000061
32.325,-95.302,98.8199997
40.391,-75.233,99.11000061
29.505,-98.572,97.63999939
29.505,-98.572,99.27999878
33.517,-94.119,98.77999878
27.476,-97.796,98.63999939
29.463,-98.676,98.73999786
29.867,-97.959,99.05999756
27.476,-97.796,98.8199997
32.325,-95.302,99.13999939
32.325,-95.302,99.26999664
31.965,-95.304,97.94000244
38.726,-90.098,99.08000183
25.987,-80.232,96.29000092
28.234,-82.181,95.51999664
42.332,-122.778,73.23999786
45.639,-122.661,74.84999847
39.163,-94.448,98.72000122
41.076,-73.859,99.23000336
32.701,-114.673,72.19999695
34.608,-87.023,0
37.452,-122.184,49.47000122
34.052,-118.244,72.12999725
42.358,-71.06,98.80000305
42.105,-76.758,98.16000366
0,0,98.90000153
42.651,-73.807,26.43
33.995,-117.373,99.08999634
34.17,-118.29,99.0699997
39.647,-105.009,70.83999634
33.509,-111.899,99.11000061
33.56,-112.095,99.0699997
39.952,-75.164,72.26999664
29.955,-90.075,71.69000244
32.95,-117.207,98.62000275
39.599,-105.228,72.69000244
39.947,-81.603,98.83999634
36.175,-115.137,72.13999939
42.296,-71.054,98.87999725
32.477,-80.926,96.29000092
34.146,-118.463,98.48000336
41.567,-87.793,99.23000336
40.936,-74.117,98.86000061
37.352,-79.217,57.04000092
40.218,-111.615,98.91999817
46.31,-120.345,0
29.194,-81.054,0
38.562,-92.294,98.30999756
38.426,-85.391,54.34000015
39.924,-94.826,98.08000183
40.654,-111.967,98.76999664
32.419,-99.749,98.33999634
38.881,-92.76,98.62999725
38.8,-90.618,98.98999786
41.234,-96.186,98.62000275
38.899,-92.239,98.34999847
39.774,-94.762,98.98999786
32.252,-110.887,99.23000336
39.807,-86.099,98.80000305
34.767,-77.874,71.66000366
40.741,-74.36,98.59999847
32.374,-86.312,98.84999847
26.641,-81.872,98.8199997
39.123,-76.792,97.29000092
40.802,-73.937,99.23999786
38.992,-76.532,74.0699997
29.694,-98.072,96.47000122
29.759,-95.363,99.23000336
33.56,-112.095,99.0699997
34.146,-118.463,98.48000336
40.218,-111.615,98.91999817
33.836,-118.293,99.16000366
31.266,-92.47,98.41999817
38.644,-91.188,75.66999817
40.259,-103.624,99
41.7,-93.048,98.30999756
39.29,-76.612,75.51000214
39.956,-74.257,0
41.761,-71.211,72.69000244
43.276,-85.851,99.19999695
30.158,-95.489,0
42.316,-71.16,75.52999878
42.653,-73.756,98.73000336
41.557,-96.245,49.47
41.076,-73.859,99.23000336
42.854,-73.785,49.47
41.675,-85.949,46.31000137
28.234,-82.181,97.70999908
33.198,-97.122,49.47
42.683,-73.852,99.08999634
42.751,-73.773,72.44000244
43.348,-73.678,96.29000092
41.775,-71.435,75.43000031
29.526,-98.606,49.47
0,0,99.23999786
34.224,-88.74,49.47
33.325,-83.345,98.94000244
31.266,-92.47,98.41999817
44.081,-103.231,0
38.644,-91.188,75.66999817
41.7,-93.048,98.30999756
39.29,-76.612,75.51000214
40.585,-105.084,99.04000092
39.956,-74.257,0
41.761,-71.211,72.69000244
43.276,-85.851,99.19999695
30.158,-95.489,0
42.316,-71.16,75.52999878
42.653,-73.756,98.73000336
41.557,-96.245,49.47
41.076,-73.859,99.23000336
42.854,-73.785,49.47
41.675,-85.949,46.31000137
28.234,-82.181,97.70999908
33.198,-97.122,49.47
42.683,-73.852,99.08999634
42.751,-73.773,72.44000244
43.348,-73.678,96.29000092
41.775,-71.435,75.43000031
29.526,-98.606,49.47
0,0,99.23999786
34.224,-88.74,49.47
34.224,-88.74,49.47
33.325,-83.345,98.94000244
42.653,-73.756,72.37999725
41.307,-72.925,98.30000305
25.992,-80.351,99.16000366
26.296,-81.791,75.58000183
32.858,-96.426,99.16000366
41.085,-73.846,98.75
36.175,-115.137,99.15000153
42.358,-71.065,98.75
26.943,-80.134,97.91000366
41.714,-73.907,99.08000183
42.569,-70.862,97.87999725
42.307,-74.93,49.47
42.653,-73.756,98.38999939
32.477,-80.926,96.29000092
41.608,-93.773,97.05000305
41.567,-87.793,99.23000336
0,0,98.91000366
44.983,-89.56,99.26000214
40.802,-73.937,99.23999786
38.481,-101.806,49.47
40.749,-73.986,69.83999634
29.424,-98.494,99.27999878
42.358,-71.06,98.22000122
29.424,-98.494,99.27999878
42.358,-71.06,98.22000122
32.844,-97.143,72.68000031
38.875,-89.108,96.68000031
34.213,-79.821,98.84999847
35.413,-80.861,98.68000031
34.457,-116.139,98.84999847
29.957,-90.077,99.12000275
39.952,-75.164,96.84999847
40.68,-73.964,75.55000305
38.39,-82.242,99.02999878
39.09,-77.18,98.84999847
26.641,-81.872,96.33999634
41.377,-73.46,97.61000061
29.314,-98.388,99.15000153
39.756,-75.109,99.23999786
41.1,-80.65,75.34999847
39.294,-76.623,96.29000092
39.995,-86.356,75.47000122
38.582,-121.494,98.88999939
42.502,-71.203,98.20999908
35.067,-106.581,98.66999817
32.948,-96.73,98.58999634
37.28,-121.955,98.97000122
40.714,-74.006,99.04000092
40.178,-75.129,98.0699997
40.727,-73.946,98.83000183
39.719,-84.13,99.0699997
34.052,-118.255,49.47
34.018,-118.392,98.66999817
38.627,-90.198,98.94000244
41.377,-73.46,98.5699997
40.034,-76.349,99.19000244
40.235,-76.93,98.76999664
33.448,-112.074,98.55999756
34.73,-86.586,74.59999847
32.457,-93.71,98.73000336
31.115,-97.728,98.37999725
38.752,-121.288,98.27999878
37.21,-121.539,95.83999634
42.222,-83.397,98.76999664
30.047,-99.14,98.26999664
31.266,-92.47,99.08000183
39.434,-76.167,98.84999847
33.585,-92.834,99.11000061
39.899,-76.64,98.87000275
32.349,-86.402,98.94999695
41.845,-87.754,74.87000275
33.448,-112.074,98.77999878
38.657,-90.458,98.90000153
33.753,-84.389,99.01999664
43.004,-89.283,0
40.915,-73.044,98.76999664
41.462,-81.025,99.08000183
40.242,-75.284,99.11000061
47.676,-122.187,97.47000122
33.71,-117.951,99.08999634
39.98,-76.674,98.29000092
41.129,-78.42,99.08000183
31.706,-106.324,98.93000031
40.678,-73.92,98.94999695
18.429,-66.115,98.94999695
42.673,-73.638,98.76999664
39.664,-84.241,98.62000275
37.342,-121.882,99.08000183
40.763,-80.124,98.90000153
33.448,-112.074,98.55999756
42.222,-83.397,98.76999664
30.047,-99.14,98.26999664
31.266,-92.47,99.08000183
39.434,-76.167,98.84999847
33.585,-92.834,99.11000061
